song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,track_popularity
Eres Tú,Mac Gregor,0.609,0.0926,9,-16.46,0,0.102,0.573,0.0,0.104,39
Desierto,Simah,0.631,0.674,0,-9.423,1,0.198,0.405,0.0021,0.321,39
La Bicicleta,Nana Mendoza,0.676,0.205,0,-15.369,1,0.0825,0.916,0.0,0.163,42
Scab,Chicano Batman,0.482,0.613,4,-8.537,1,0.0797,0.195,6.04e-05,0.0967,38
Yo -A- O,Alex Eugenio,0.796,0.371,4,-11.72,1,0.0334,0.882,0.00378,0.138,27
Avanza,Lacandona Social Sound,0.643,0.819,2,-5.136,0,0.0353,0.0161,0.0,0.339,41
Y Ahora,Mula,0.8,0.608,7,-9.858,1,0.0501,0.065,0.344,0.128,38
Buen Viaje,Femina,0.761,0.563,0,-10.867,1,0.0525,0.634,3.57e-05,0.117,52
El Fuego,Piélago,0.63,0.609,9,-6.71,0,0.137,0.0607,1.75e-05,0.208,42
Cumbia del Olvido,Nicola Cruz,0.71,0.312,1,-11.451,0,0.0857,0.938,0.909,0.109,60
Niña,Reyna Tropical,0.784,0.528,6,-6.853,0,0.0461,0.601,0.00134,0.0904,40
El Sueno de Frida,Antonio Garcia Isaac,0.635,0.454,10,-12.242,1,0.039,0.797,0.871,0.111,38
Pequeña Niña,Enio Silveti,0.813,0.348,6,-11.803,0,0.0476,0.837,0.000392,0.108,35
Esto Es Real (8100mg),Combo Chimbita,0.601,0.806,8,-4.863,0,0.0321,0.000974,0.206,0.107,39
La Primavera,Amparanoia,0.662,0.785,6,-5.466,0,0.119,0.288,0.0,0.166,40
Naufragar,Sebastián Romero,0.718,0.327,5,-12.422,1,0.0347,0.66,0.0,0.199,37
Mambeado,Onda Vaga,0.724,0.783,0,-4.755,1,0.0414,0.766,0.0,0.256,57
El Cafetal,Vilamarea,0.764,0.624,0,-9.586,1,0.0399,0.547,0.833,0.108,39
Respiração,Ley Line,0.732,0.421,0,-12.175,1,0.037,0.717,0.0137,0.159,39
Guayabas y Flores,Monsieur Periné,0.709,0.301,0,-11.155,0,0.0332,0.606,0.0,0.0899,40
I'll Play The Fool,Claude Fontaine,0.621,0.713,11,-11.527,0,0.0448,0.57,0.75,0.0958,16
BocaRosa,YoSoyMatt,0.664,0.27,5,-19.525,1,0.0774,0.77,0.547,0.0947,26
Paso a Huella - Captain Planet Remix,Novalima,0.759,0.612,10,-6.222,0,0.22,0.0776,0.00798,0.0966,35
Oxum,Ley Line,0.633,0.444,3,-9.817,1,0.0297,0.415,0.011,0.132,38
Chica Fugaz,Ricardo Bendek,0.485,0.621,1,-8.115,0,0.0356,0.507,6.28e-05,0.162,37
Pajarito,Sotomayor,0.703,0.8,1,-6.786,1,0.0653,0.00361,0.795,0.08,39
Sacarte a Bailar,LÚA,0.659,0.493,10,-12.454,1,0.151,0.299,2.99e-05,0.0614,50
Birthright,Nora En Pure,0.642,0.711,11,-9.876,1,0.0361,0.0183,0.921,0.147,48
Sumatra,Nora Van Elken,0.71,0.735,10,-9.098,0,0.0474,0.609,0.961,0.109,59
Movement,Lylos,0.857,0.42,2,-11.201,1,0.0424,0.229,0.891,0.122,57
Idiot (SLCT Remix) (Instrumental Version),Nahra,0.73,0.502,1,-10.699,1,0.0448,0.508,0.846,0.0839,52
7 AM,Tomas Skyldeberg,0.699,0.779,3,-6.204,0,0.0356,0.049,0.0123,0.22,45
I Feel It Too,Maiwan,0.695,0.739,11,-10.701,0,0.0344,0.00655,0.43,0.372,5
Lost Lake,Boomo,0.71,0.519,8,-11.028,1,0.0444,0.000156,0.911,0.0842,53
We Will Get It Right,Brookii,0.874,0.732,1,-6.777,0,0.075,0.0806,0.743,0.135,40
Melody,Tellow,0.671,0.749,0,-4.371,1,0.0294,0.00624,0.00697,0.0883,4
Like Water,Paisley Pink,0.755,0.8,2,-9.153,1,0.0357,0.00503,0.861,0.0407,8
Chillseekers,Chill Cole,0.698,0.751,11,-12.293,0,0.0386,0.0874,0.896,0.342,15
Laith,Timna Momentus,0.651,0.723,7,-8.136,1,0.0474,0.307,0.923,0.531,33
Swerve,Molife,0.667,0.564,5,-10.058,0,0.0357,0.505,0.93,0.188,54
Blog,Michel Gaross,0.754,0.912,1,-4.763,0,0.0919,0.0681,0.482,0.377,38
Dear Friend,Sugar Blizz,0.684,0.657,9,-7.666,0,0.0316,0.0975,0.00512,0.114,5
Anyone,Maiwan,0.775,0.78,0,-7.657,0,0.0348,0.0368,0.79,0.125,13
Leftovers,Jones Meadow,0.827,0.732,11,-8.874,1,0.0601,0.204,0.858,0.0563,43
Circular,Crisp Nibblets,0.776,0.82,2,-11.561,1,0.0563,0.461,0.9,0.0752,54
Sunbathing,Dye O,0.722,0.895,4,-8.407,0,0.0302,0.166,0.865,0.345,43
You like It,Gloria Tells,0.921,0.483,6,-9.233,1,0.121,0.0722,0.00357,0.102,42
Summer Crush,Maiwan,0.67,0.643,0,-8.796,1,0.0453,0.0125,0.278,0.115,5
Summer Vibe,Tomas Skyldeberg,0.82,0.57,1,-5.891,1,0.0532,0.0217,0.666,0.123,17
Right Now,Daxten,0.669,0.52,7,-10.661,1,0.0549,0.444,0.955,0.418,4
I Can't Help That I Miss You Now (Instrumental Version),Basixx,0.733,0.754,7,-6.877,0,0.0919,0.0403,0.457,0.144,54
Summer Feelings,Onda Norte,0.685,0.667,11,-7.17,0,0.0314,0.0234,0.757,0.254,4
Gonna Save Me,Paisley Pink,0.71,0.636,10,-10.493,1,0.0389,0.0523,0.92,0.131,44
Past Adventures,Brendon Moeller,0.693,0.851,11,-5.751,1,0.0356,0.0365,0.837,0.0878,37
Silent (Instrumental Version),Aiyo,0.844,0.58,8,-9.653,0,0.0745,0.0759,0.845,0.094,51
Push,Grennels,0.807,0.668,10,-8.435,0,0.0457,0.0065,0.914,0.121,53
We Don't Have To Take Our Clothes Off - Mulshine Remix,Vivid Color,0.712,0.61,6,-9.331,0,0.0376,0.000892,1.04e-06,0.119,50
Tyto,Okwen,0.832,0.756,5,-5.768,1,0.0575,0.57,0.792,0.261,37
Ever After,dvine,0.694,0.817,3,-7.533,1,0.0464,0.107,0.834,0.146,48
Lupino,Magnofield,0.864,0.58,9,-8.169,0,0.175,0.462,0.897,0.084,59
Told You Once,Frank Brinelle,0.655,0.543,8,-9.48,1,0.0942,0.0625,0.899,0.0922,42
Don't Break Up,Fresh Faces,0.817,0.586,9,-7.56,0,0.338,0.18,0.615,0.0558,51
Easy to Adore You,Mauve,0.759,0.783,11,-7.782,1,0.0473,0.293,0.00216,0.0992,58
Blueblurry,Duckmaw,0.687,0.602,4,-9.08,1,0.155,0.00404,0.0271,0.0654,45
Rewind,Cornpop,0.725,0.823,7,-4.76,1,0.0814,0.0336,0.0693,0.191,50
Vegas,Onda Norte,0.697,0.777,3,-5.653,1,0.0355,0.00364,0.772,0.326,3
Montreal,Dieter Spitz,0.7,0.67,4,-11.85,1,0.0455,0.56,0.901,0.11,43
On The Clock,Lvly,0.659,0.793,6,-5.416,1,0.0315,0.0181,0.00269,0.166,4
Sunbeam,Hallman,0.617,0.906,1,-5.533,1,0.0325,0.00557,0.768,0.0838,40
Can You Feel Me,Love Beans,0.778,0.693,5,-6.044,1,0.0535,0.662,0.00669,0.408,6
Mexico Para Sempre,Il Greco,0.807,0.696,11,-8.881,0,0.0494,0.0209,0.875,0.0648,42
Sparkles,Daxten,0.69,0.634,8,-10.04,0,0.0444,0.0349,0.814,0.196,2
Lost in Atlantis,Smartface,0.758,0.574,9,-7.283,0,0.036,0.193,0.921,0.119,52
Deserter,Jones Meadow,0.711,0.873,10,-8.613,0,0.0393,0.0165,0.742,0.16,45
You're Not The One,Ray,0.747,0.854,5,-5.048,1,0.0405,0.0502,0.0,0.119,4
Kiwi,Harvio,0.727,0.953,5,-7.24,0,0.0416,0.0308,0.738,0.0719,13
Keep You Near,Sum Wave,0.703,0.534,10,-9.853,0,0.0438,0.0472,0.449,0.1,7
Movimiento,Andréza,0.649,0.667,10,-9.852,1,0.0643,0.391,0.000302,0.416,40
Hold On,Mac Beez,0.743,0.459,8,-12.945,1,0.0464,0.524,0.882,0.128,56
Subwalk,Bamba Lamer,0.816,0.799,10,-8.357,0,0.0602,0.0115,0.905,0.0806,54
Send Me Home,Giants' Nest,0.842,0.632,8,-7.091,1,0.066,0.054,0.828,0.103,38
Travellers,Ran the Man,0.596,0.585,5,-11.634,0,0.034,0.565,0.904,0.199,56
Feel The Heat,Bon Lui,0.69,0.902,0,-5.666,0,0.0514,0.0019,0.254,0.122,57
Waste Our Time,BLAEKER,0.624,0.674,2,-5.099,0,0.0483,0.0714,1.34e-06,0.153,3
Salt,Dye O,0.773,0.628,0,-9.059,1,0.0358,0.309,0.794,0.0795,3
We're the Tide,Giants' Nest,0.699,0.848,7,-8.385,1,0.0341,0.0161,0.642,0.072,36
Shy,Sum Wave,0.685,0.793,8,-9.251,1,0.0468,0.0574,0.712,0.106,2
Don't Say You Don't (Instrumental Version),Particle House,0.819,0.46,9,-11.799,0,0.201,0.0172,0.908,0.0928,44
Portimao,Manic Twister,0.622,0.564,10,-14.387,1,0.1,0.474,0.844,0.113,51
A Teenage Dream (Instrumental Version),Snake City,0.729,0.793,9,-6.636,0,0.0365,0.192,0.878,0.189,37
Mirage,Dye O,0.695,0.708,9,-8.162,0,0.0538,0.003,0.875,0.275,14
Human Music: Music For People,BENNIK,0.783,0.457,1,-12.206,1,0.0415,0.504,0.918,0.11,37
Kirnua,Jones Meadow,0.804,0.872,6,-7.606,1,0.056,0.0335,0.847,0.117,52
8 Money,Giants' Nest,0.721,0.771,1,-6.001,1,0.0381,0.177,0.332,0.12,54
Summer Love,Sole Sole,0.674,0.592,0,-6.393,1,0.0483,0.102,0.24,0.2,45
Last Forever,Dye O,0.66,0.734,0,-7.069,1,0.0334,0.172,0.888,0.0856,48
Non Stop Never Stop,Harvio,0.689,0.637,7,-7.183,1,0.0411,0.153,0.898,0.0542,43
Somebody I'm Not,Martin Jensen,0.73,0.728,9,-5.414,1,0.0457,0.198,0.0,0.271,55
Someone You Loved - Madism Radio Mix,Lewis Capaldi,0.713,0.638,1,-4.666,1,0.0424,0.519,0.0,0.184,67
Beautiful,MOTi,0.722,0.777,7,-5.438,1,0.0386,0.0318,0.0,0.0756,54
Wild Ones - Nightcall Remix,Theresa Rex,0.677,0.62,5,-5.174,1,0.177,0.246,0.0,0.0987,45
Liar,ROËDS,0.734,0.673,11,-6.653,1,0.0309,0.55,0.0286,0.185,47
Starfields,Hallman,0.609,0.845,2,-5.766,1,0.034,0.19,0.0158,0.2,12
Down By The River (feat. Emy Perez),Möwe,0.827,0.681,7,-4.905,1,0.0441,0.0341,7.12e-05,0.418,55
Discovery - Sunrise Mix,Syn Cole,0.688,0.782,0,-4.142,0,0.029,0.091,1.03e-05,0.115,51
Young & Reckless,Jason Thurell,0.805,0.694,1,-6.78,1,0.0581,0.166,0.000116,0.109,48
I'm Going Like,Hallman,0.659,0.803,4,-6.945,1,0.0368,0.0207,0.803,0.16,55
Chit Chat,Small Talk,0.804,0.679,1,-7.399,1,0.175,0.132,1.32e-05,0.215,43
Brighter Day,State of Sound,0.584,0.873,11,-5.693,1,0.0286,0.00123,0.00072,0.14,48
Sweat On Me,Tape Machines,0.633,0.8,9,-4.958,1,0.0746,0.0203,0.0,0.0847,46
Breakfast In America,Madism,0.77,0.758,0,-5.989,0,0.0465,0.0385,0.0371,0.199,50
Gold,Sam Feldt,0.721,0.703,6,-6.093,0,0.0392,0.539,0.00016,0.142,52
Beautiful People (feat. Khalid) - NOTD Remix,Ed Sheeran,0.702,0.794,3,-5.913,1,0.0562,0.00715,4.56e-05,0.11,66
Sun Is Shining,Tomas Skyldeberg,0.717,0.773,1,-6.262,1,0.0548,0.528,0.651,0.124,40
Walk Away,STVCKS,0.585,0.847,8,-5.94,0,0.127,0.131,0.000184,0.0997,47
Like a Hurricane,Basixx,0.696,0.664,11,-7.171,0,0.0445,0.045,0.00364,0.665,4
Fireproof,offrami,0.723,0.71,11,-6.305,1,0.111,0.0056,0.0,0.408,50
Won't Let Go,Lucas Estrada,0.675,0.792,8,-4.725,1,0.0347,0.0455,1.05e-05,0.107,61
Falling Like The Stars - Madism Remix,James Arthur,0.567,0.444,6,-9.47,1,0.0396,0.643,0.0,0.176,59
By My Side,CALVIN,0.734,0.632,8,-5.789,1,0.0317,0.14,0.0,0.0619,45
Hands On Your Body,Basixx,0.733,0.773,11,-5.578,0,0.0926,0.0689,5.88e-05,0.105,1
Somebody,Sigala,0.675,0.849,0,-3.841,1,0.0675,0.0938,0.0,0.121,69
Missed Call,Hogland,0.553,0.69,5,-7.077,1,0.0624,0.267,0.0,0.102,48
On The Streets of Dún Laoghaire - Boonz Remix,Broken Legacy,0.621,0.451,0,-12.487,0,0.0271,0.043,0.915,0.0873,27
Good Life,José Lucas,0.833,0.666,6,-5.546,0,0.043,0.0533,3.83e-05,0.121,45
Sun Comes Out,Hallman,0.598,0.931,7,-6.189,1,0.0393,0.00781,0.32,0.127,49
Praying To A God - Melio Remix,Mr. Probz,0.66,0.419,3,-9.859,1,0.0457,0.197,0.0,0.117,43
Not a Goodbye,Alex Parker,0.725,0.915,8,-4.73,0,0.0426,0.253,0.0185,0.246,47
Somebody Like Me (feat. ORKID),State of Sound,0.692,0.724,7,-6.669,0,0.0294,0.0277,0.000861,0.0852,47
Kinder Eyes (feat. Ryann),Ryan Riback,0.774,0.582,10,-6.904,1,0.261,0.0904,0.0,0.107,48
Dilemma,Jemme,0.707,0.62,0,-5.402,1,0.081,0.72,0.00109,0.405,47
Lucky Ones,James Carter,0.694,0.665,3,-7.307,0,0.0741,0.12,0.00013,0.1,55
Eighteen,CASP:R,0.664,0.597,6,-7.096,1,0.175,0.0768,0.0,0.0841,45
Get Out,Sundell,0.734,0.692,6,-8.375,0,0.0672,0.0797,3.52e-06,0.103,46
Blinding Lights,Lucas Estrada,0.614,0.802,10,-5.403,1,0.0327,0.167,0.000411,0.0833,65
Dancing In The Dark (feat. Christof Jeppsson),Strobe!,0.699,0.724,7,-3.117,1,0.0268,0.00696,7.2e-05,0.208,47
Don't Need Diamonds,CASP:R,0.746,0.717,0,-7.543,1,0.0438,0.00834,0.0,0.116,40
Moving On,Where The Man,0.669,0.586,9,-5.394,1,0.122,0.561,0.0,0.235,33
La Boca,Mau y Ricky,0.618,0.795,2,-1.8,1,0.113,0.0655,0.0,0.309,80
Justicia,Silvestre Dangond,0.809,0.899,9,-1.098,0,0.103,0.0431,0.0,0.171,68
Corazon de Acero,Yiyo Sarante,0.579,0.661,5,-7.383,0,0.0419,0.526,2.36e-06,0.0544,10
Kitipun,Juan Luis Guerra 4.40,0.86,0.666,0,-5.957,1,0.0332,0.373,0.0,0.102,54
Calma - Remix,Pedro Capó,0.826,0.773,11,-4.218,0,0.0524,0.323,0.0,0.143,86
Cristina (feat. Shelow Shaq),Maffio,0.861,0.599,1,-4.205,1,0.246,0.183,0.0,0.0921,77
Me Quedaré Contigo,El Micha,0.794,0.527,4,-3.285,1,0.07,0.774,0.0,0.0829,51
Te Olvidaré,MYA,0.669,0.871,7,-3.681,1,0.0671,0.0748,0.0,0.347,67
La Asesina,Zacarias Ferreira,0.81,0.803,3,-3.042,1,0.0349,0.385,0.0,0.14,65
Pega Pega,"Tito ""El Bambino""",0.8,0.845,11,-4.189,0,0.0574,0.124,1.13e-06,0.387,65
Con Mi Amiga,Daniela Darcourt,0.672,0.723,5,-4.443,1,0.0346,0.293,0.0,0.353,59
Mi Canción Perdida,Daniel Santacruz,0.743,0.742,10,-7.516,1,0.0305,0.477,3.13e-05,0.118,46
Me Hubieras Dicho,Yiyo Sarante,0.746,0.588,5,-10.579,1,0.044,0.689,0.0,0.105,55
Andas En Mi Cabeza,Chino & Nacho,0.671,0.954,9,-1.87,1,0.13,0.0244,0.0,0.111,72
Sola,Raymix,0.674,0.684,1,-5.042,0,0.0681,0.383,0.0,0.355,62
Píntame,Gabriel,0.799,0.827,8,-5.456,1,0.0731,0.0904,0.00137,0.084,47
Lámpara Pa' Mis Pies,Juan Luis Guerra 4.40,0.72,0.878,5,-3.591,1,0.0703,0.665,0.0,0.093,52
"Si Te Atreves - Canción Original De La Película ""Los Japón""",Juan Magán,0.676,0.652,8,-4.364,1,0.11,0.285,0.0,0.107,50
Borinquen Bella (feat. Zion & Lennox),Farruko,0.794,0.731,9,-3.831,0,0.0717,0.16,0.0,0.0871,63
Te Quedaste Solo,Fanny Lu,0.876,0.738,2,-4.835,1,0.0941,0.2,0.0,0.12,45
Dale Vieja Dale,Toño Rosario,0.648,0.951,7,-1.565,1,0.233,0.527,0.0,0.0707,55
Bien Chevere,Ilegales,0.758,0.957,9,-3.517,0,0.0879,0.0428,0.000503,0.0578,34
Hookah & Sheridan's (Bachata Version),DJ Khalid,0.813,0.638,8,-7.158,0,0.0322,0.259,0.0,0.295,54
Salsa Pa' Olvidar las Penas (feat. Gilberto Santa Rosa),Víctor Manuelle,0.757,0.888,2,-2.989,0,0.128,0.21,0.0,0.367,54
Contra La Pared,Sean Paul,0.828,0.588,2,-7.14,1,0.118,0.0156,0.0,0.124,79
Celebration (feat. Ky-Mani Marley),Maffio,0.724,0.81,4,-5.5,1,0.0381,0.108,0.000599,0.153,61
Contento,Shelow Shaq,0.54,0.85,5,-2.46,0,0.0496,0.0145,0.000713,0.0925,1
Tiburon,Proyecto Uno,0.879,0.718,0,-12.984,1,0.0523,0.151,2.75e-05,0.0513,57
Tu Amor Es Como Un Río,Kany Garcia,0.861,0.654,7,-7.871,1,0.0377,0.716,2.37e-06,0.111,50
Corazón Con Candado,Raulin Rodriguez,0.769,0.934,0,-1.623,0,0.0282,0.557,5.4e-06,0.179,9
Don Juan & Cupido,Henry Santos,0.792,0.715,1,-6.833,1,0.0367,0.72,6.21e-05,0.12,49
Palm Beach,Vicente Garcia,0.848,0.541,4,-9.305,1,0.0668,0.493,0.0,0.111,48
El Taqui Taqui - Original Mix,Ilegales,0.826,0.949,6,-7.18,0,0.064,0.0242,1.33e-05,0.0191,54
Brillo,J Balvin,0.535,0.384,9,-10.049,0,0.362,0.89,0.0,0.0964,70
La China Medina,Rubén Blades,0.789,0.908,7,-7.213,1,0.0347,0.0354,2.41e-05,0.149,27
Sunday,Jahzel Dotel,0.78,0.672,5,-8.263,1,0.044,0.796,0.000388,0.094,28
Guallando,Fulanito,0.681,0.907,7,-8.181,1,0.0699,0.0497,0.0,0.715,53
Inolvidable,Farruko,0.677,0.797,11,-4.131,1,0.0759,0.239,0.000235,0.248,3
Lluvia,Chongo de Colombia,0.604,0.536,9,-6.471,0,0.0293,0.535,0.00012,0.0763,28
La Romana,Bad Bunny,0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,77
X,Nicky Jam,0.595,0.773,9,-4.736,0,0.0549,0.0364,0.00108,0.334,52
Pa Los Files,"Osmani Garcia ""La Voz""",0.733,0.714,1,-10.638,1,0.219,0.127,0.0,0.0899,27
Dandole Remix,Omega,0.812,0.783,5,-5.598,0,0.0528,0.0478,1.21e-05,0.836,20
Escolheu a Pessoa Errada (Acústico no Palhinha),Johnny Hooker,0.493,0.388,7,-7.489,1,0.0407,0.917,0.0,0.106,40
AmarElo (Sample: Sujeito de Sorte - Belchior),Emicida,0.558,0.762,8,-6.355,1,0.372,0.0344,2.19e-05,0.0277,61
Andar em Paz,Urias,0.524,0.276,3,-19.221,0,0.0782,0.64,0.0,0.202,44
Oração,Linn da Quebrada,0.61,0.273,0,-8.607,1,0.0323,0.811,9.72e-06,0.0841,48
Disk Me,Pabllo Vittar,0.761,0.61,1,-5.856,1,0.0447,0.141,0.0,0.124,65
Geminiana,DAY,0.713,0.35,8,-9.957,1,0.0821,0.351,0.0,0.228,63
Apaga a Luz,Gloria Groove,0.636,0.61,11,-6.294,0,0.0785,0.57,0.0,0.09,62
Beijo Grego,2DE1,0.479,0.558,7,-10.517,1,0.0869,0.844,0.18,0.0958,33
Oasis - Ao Vivo no Estúdio MangoLab,Potyguara Bardo,0.66,0.491,9,-8.368,1,0.0697,0.828,0.0,0.151,52
20ver,Majur,0.809,0.696,2,-4.905,0,0.0745,0.208,0.0,0.296,46
Calmô,Liniker e os Caramelows,0.676,0.25,6,-14.019,1,0.0335,0.333,0.0154,0.0634,55
Você Me Vira a Cabeça,Urias,0.654,0.306,3,-10.326,0,0.0691,0.537,1.94e-05,0.0946,47
Um Pôr do Sol Na Praia,Silva,0.822,0.466,2,-8.432,1,0.0407,0.284,0.00506,0.152,64
Naufrago,Majur,0.822,0.52,5,-7.545,0,0.0586,0.2,0.0,0.0791,48
De Dentro do AP,Bia Ferreira,0.882,0.558,11,-9.668,0,0.209,0.0643,0.0,0.0571,37
Duas da Tarde,Silva,0.844,0.351,6,-14.547,1,0.0486,0.893,0.295,0.119,52
Flutua,Johnny Hooker,0.362,0.592,7,-5.907,1,0.0305,0.013,2.17e-06,0.111,57
Presente - A COLORS SHOW,Liniker,0.719,0.438,11,-12.607,0,0.0869,0.504,0.0115,0.119,48
Encaracolado,Tchelo Gomez,0.871,0.43,5,-10.359,1,0.0484,0.561,1.38e-05,0.0564,29
Cacto,MARTTE,0.6,0.783,0,-6.584,0,0.311,0.361,0.0,0.257,34
Só,Caio,0.731,0.481,7,-9.95,1,0.101,0.286,0.0397,0.091,34
Maria João,Paula Caju,0.653,0.641,11,-7.587,0,0.0472,0.197,0.000245,0.177,26
Sem V.O.C.E,Jaloo,0.769,0.61,3,-6.959,1,0.0346,0.193,6.3e-06,0.0882,43
Banquete,Davi,0.814,0.685,11,-3.811,0,0.0753,0.423,0.0015,0.218,41
Sinastria,Paulo Ho,0.752,0.655,7,-7.215,1,0.0514,0.196,0.0,0.127,33
Volta,As Bahias e a Cozinha Mineira,0.461,0.472,1,-8.073,0,0.0322,0.426,0.0259,0.121,43
Vem Comigo,VENVS,0.664,0.518,3,-7.443,0,0.0343,0.455,0.0,0.149,28
Me Beija Com Raiva,Jão,0.621,0.677,5,-5.739,0,0.0669,0.271,0.0,0.102,64
Ficar Sem Você,Davi,0.788,0.407,7,-7.627,0,0.26,0.209,3.18e-06,0.288,34
Colo,Renan Cavolik,0.576,0.669,9,-6.053,0,0.0423,0.185,0.0,0.106,34
Tenho Você,Davi,0.762,0.511,0,-7.091,1,0.0338,0.469,4.99e-05,0.0676,53
Incendiário,Rodrigo Ruchell,0.694,0.579,6,-8.648,0,0.0721,0.586,0.0,0.214,35
Longe - Acústico,Lizandra,0.434,0.22,0,-9.359,1,0.0356,0.911,0.0,0.117,23
Louquinho,Jão,0.718,0.562,6,-6.406,1,0.0616,0.274,0.0,0.272,63
Caranguejo,Riko Viana,0.808,0.645,8,-8.2,1,0.0512,0.0684,0.53,0.377,25
Pra Vida Inteira,Silva,0.673,0.723,7,-6.854,1,0.0669,0.392,3.1e-06,0.333,57
Quem Você Pensa Que É?,Juccas,0.788,0.764,7,-4.204,0,0.0534,0.0744,1.72e-06,0.175,5
Outro (Que É Você),Bemti,0.458,0.374,4,-10.066,1,0.0281,0.894,0.000471,0.281,33
Moça Do Vestido Molhado,Monica Casagrande,0.551,0.58,0,-10.603,0,0.0609,0.688,0.000163,0.346,23
Des Construção,Renato Enoch,0.674,0.569,7,-7.107,0,0.12,0.746,9.1e-06,0.0836,31
Céu Azul,Jaloo,0.652,0.466,7,-6.687,1,0.0364,0.467,0.0,0.206,50
Pense em Mim,Johnny Hooker,0.419,0.454,5,-7.679,1,0.0536,0.227,0.0,0.158,44
Mundo Líquido,Maria Gadú,0.558,0.258,7,-13.022,0,0.0554,0.855,3.69e-06,0.102,40
Perdoa,ANAVITÓRIA,0.676,0.41,7,-10.014,0,0.0734,0.722,0.0,0.144,63
Ritual,Davi,0.767,0.599,3,-4.774,0,0.0415,0.106,0.0,0.308,34
Triângulos,FLORA,0.47,0.379,5,-10.6,0,0.045,0.901,0.00105,0.108,29
Deixa Eu Te Encontrar,Julia Sicone,0.641,0.488,1,-8.646,0,0.0396,0.398,2.04e-06,0.161,15
Ovelha Negra,Renato Enoch,0.636,0.303,9,-10.132,1,0.0338,0.773,0.0,0.116,31
Louco e Divertido,Leo Fressato,0.672,0.504,11,-10.725,0,0.0376,0.539,0.0445,0.111,31
Nada,vicrossor,0.751,0.253,0,-13.727,1,0.144,0.832,2.67e-06,0.0968,25
Fundo do Mar,Dry,0.313,0.443,1,-13.854,1,0.0869,0.905,0.511,0.0721,14
Cara Nova (Microfonado Pocket Version),Juccas,0.677,0.473,9,-7.008,0,0.205,0.076,0.0,0.0825,36
mEnorme,Linn da Quebrada,0.383,0.508,1,-9.587,1,0.0482,0.127,0.000198,0.234,37
Zero,Liniker e os Caramelows,0.514,0.289,0,-12.24,1,0.034,0.823,0.0,0.185,58
Das Estrelas,As Bahias e a Cozinha Mineira,0.394,0.456,4,-7.301,1,0.0414,0.358,0.000299,0.313,37
Escolheu a Pessoa Errada para Humilhar,Johnny Hooker,0.677,0.675,7,-5.732,1,0.123,0.691,4.17e-06,0.504,50
Eu Não Quero Mais,Filipe Catto,0.59,0.501,8,-10.124,1,0.0356,0.00877,0.000326,0.103,33
Onda,Mc Tha,0.653,0.624,6,-7.907,0,0.0367,0.142,1.55e-05,0.0997,45
No Amasso,Riko Viana,0.791,0.82,6,-8.239,0,0.148,0.0177,2.82e-05,0.0859,16
Você Não Existe,Potyguara Bardo,0.657,0.76,1,-7.089,0,0.0477,0.112,3.84e-05,0.109,49
I Got Eyes (feat. TILI),John De Sohn,0.712,0.818,4,-5.452,0,0.0435,0.0655,0.0,0.132,48
New Dream,Roman Müller,0.762,0.785,7,-5.124,1,0.0343,0.0599,0.0,0.107,44
Coming Back,Closed Doors,0.587,0.743,4,-6.379,0,0.0366,0.0139,0.00017,0.333,47
Le Le Let Go,Lucas Estrada,0.742,0.727,11,-6.232,0,0.0478,0.327,0.00435,0.382,62
Never Letting Go,Coopex,0.49,0.818,6,-6.653,0,0.219,0.108,0.000129,0.142,45
Nothing Like You,Lucas Estrada,0.646,0.692,8,-6.051,1,0.0396,0.0868,0.000423,0.153,59
Understand This,ROËDS,0.685,0.759,0,-7.426,1,0.0728,0.0706,0.0,0.153,48
Bored Games,Middle Class Richkids,0.84,0.588,11,-5.263,1,0.0625,0.109,4.52e-05,0.0658,42
Somewhere,Lucas Estrada,0.721,0.836,1,-5.247,0,0.0543,0.0641,0.0017,0.392,59
Get Along,Behmer,0.658,0.724,2,-5.579,1,0.0493,0.147,0.0,0.0739,49
Your Everything (Camero Edit),Foxa,0.727,0.588,6,-8.456,1,0.0288,0.321,0.0039,0.144,47
Waste the Time,henrikz,0.754,0.649,1,-7.023,1,0.0468,0.247,3.3e-06,0.0414,42
Figured You Out,KVR,0.765,0.714,0,-7.462,0,0.0485,0.0618,0.0,0.111,51
Close to Me,Alex Fosse,0.635,0.761,11,-6.971,1,0.113,0.0257,2.04e-06,0.103,43
Strongest (Alan Walker Remix),Ina Wroldsen,0.722,0.787,0,-4.013,1,0.0734,0.0785,6.46e-06,0.124,69
'74 - '75 (feat. Susan Tyler) - Radio Edit,Paolo Pellegrino,0.635,0.815,11,-4.303,0,0.0351,0.185,0.000125,0.322,51
Fool Myself (feat. Welms),Lü,0.54,0.49,7,-7.254,1,0.0413,0.214,0.0,0.0991,47
Too Loud,ROËDS,0.754,0.641,1,-8.002,0,0.0318,0.148,1.68e-05,0.207,45
By My Side,Julian Era,0.766,0.693,11,-5.361,1,0.0465,0.32,0.0,0.267,47
Make Me Choose,Roman Müller,0.626,0.631,6,-6.655,0,0.0265,0.0387,3e-06,0.067,42
Blind,Ericé,0.734,0.682,11,-5.683,1,0.0417,0.399,8.08e-05,0.368,43
